"";"Cantabria - Total - Total - Transacciones";"Cantabria - Total - Entre 0-150.000 euros - Transacciones";"Cantabria - Total - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Total - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Total - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Total - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Total - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Total - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Total - Más de 1.050.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Total - Transacciones";"Cantabria - Menos de 30 m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Menos de 30 m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Total - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Total - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Total - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Total - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Total - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Total - Transacciones";"Cantabria - Más de 180  m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Más de 180  m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Más de 1.050.000 euros - Transacciones";"España - Total - Total - Transacciones";"España - Total - Entre 0-150.000 euros - Transacciones";"España - Total - Entre 150.001-300.000 euros - Transacciones";"España - Total - Entre 300.001-450.000 euros - Transacciones";"España - Total - Entre 450.001-600.000 euros - Transacciones";"España - Total - Entre 600.001-750.000 euros - Transacciones";"España - Total - Entre 750.001-900.000 euros  - Transacciones";"España - Total - Entre 900.001-1.050.000 euros - Transacciones";"España - Total - Más de 1.050.000 euros - Transacciones";"España - Menos de 30 m2 - Total - Transacciones";"España - Menos de 30 m2 - Entre 0-150.000 euros - Transacciones";"España - Menos de 30 m2 - Entre 150.001-300.000 euros - Transacciones";"España - Menos de 30 m2 - Entre 300.001-450.000 euros - Transacciones";"España - Menos de 30 m2 - Entre 450.001-600.000 euros - Transacciones";"España - Menos de 30 m2 - Entre 600.001-750.000 euros - Transacciones";"España - Menos de 30 m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Menos de 30 m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Menos de 30 m2 - Más de 1.050.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Total - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 0-150.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 150.001-300.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 300.001-450.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 450.001-600.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 600.001-750.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Más de 1.050.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Total - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 0-150.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 150.001-300.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 300.001-450.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 450.001-600.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 600.001-750.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Más de 1.050.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Total - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 0-150.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 150.001-300.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 300.001-450.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 450.001-600.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 600.001-750.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Más de 1.050.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Total - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 0-150.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 150.001-300.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 300.001-450.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 450.001-600.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 600.001-750.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Más de 1.050.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Total - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 0-150.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 150.001-300.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 300.001-450.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 450.001-600.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 600.001-750.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Más de 1.050.000 euros - Transacciones";"España - Más de 180  m2 - Total - Transacciones";"España - Más de 180  m2 - Entre 0-150.000 euros - Transacciones";"España - Más de 180  m2 - Entre 150.001-300.000 euros - Transacciones";"España - Más de 180  m2 - Entre 300.001-450.000 euros - Transacciones";"España - Más de 180  m2 - Entre 450.001-600.000 euros - Transacciones";"España - Más de 180  m2 - Entre 600.001-750.000 euros - Transacciones";"España - Más de 180  m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Más de 180  m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Más de 180  m2 - Más de 1.050.000 euros - Transacciones"
"2009 - 2";"1664";"808";"735";"103";"10";"4";"2";"1";"1";"11";"11";"0";"0";"0";"0";"0";"0";"0";"389";"287";"102";"0";"0";"0";"0";"0";"0";"758";"413";"326";"18";"0";"0";"0";"0";"1";"207";"69";"113";"22";"3";"0";"0";"0";"0";"121";"16";"89";"10";"3";"2";"0";"1";"0";"72";"6";"59";"6";"1";"0";"0";"0";"0";"106";"6";"46";"47";"3";"2";"2";"0";"0";"100668";"50136";"40445";"7026";"1767";"610";"326";"171";"187";"991";"936";"51";"4";"0";"0";"0";"0";"0";"17018";"12771";"4110";"137";"0";"0";"0";"0";"0";"37954";"21107";"15269";"1442";"98";"26";"7";"1";"4";"22469";"9491";"10655";"1889";"374";"43";"16";"1";"0";"9436";"2987";"4705";"1183";"337";"97";"54";"16";"57";"4946";"1333";"2278";"761";"312";"129";"65";"37";"31";"7854";"1511";"3377";"1610";"646";"315";"184";"116";"95"
"2009 - 3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009 - 4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"7742";"3542";"3611";"470";"85";"19";"10";"4";"1";"26";"26";"0";"0";"0";"0";"0";"0";"0";"1467";"1166";"300";"1";"0";"0";"0";"0";"0";"3099";"1631";"1403";"62";"0";"0";"3";"0";"0";"1366";"421";"828";"102";"15";"0";"0";"0";"0";"684";"176";"422";"65";"12";"2";"4";"2";"1";"432";"52";"301";"47";"27";"3";"2";"0";"0";"668";"70";"357";"193";"31";"14";"1";"2";"0";"444388";"219920";"174862";"34322";"8853";"3224";"1759";"848";"600";"4660";"4253";"310";"97";"0";"0";"0";"0";"0";"67347";"51087";"15540";"718";"0";"1";"1";"0";"0";"161120";"92911";"60960";"6442";"648";"114";"30";"4";"11";"105383";"44173";"48931";"9988";"1832";"311";"138";"6";"4";"46253";"14699";"22647";"6016";"1914";"593";"197";"96";"91";"22920";"6092";"11036";"3236";"1357";"677";"273";"150";"99";"36705";"6705";"15438";"7825";"3102";"1528";"1120";"592";"395"
"2010 - 1";"1663";"849";"703";"90";"13";"5";"3";"0";"0";"7";"7";"0";"0";"0";"0";"0";"0";"0";"409";"363";"46";"0";"0";"0";"0";"0";"0";"607";"343";"255";"9";"0";"0";"0";"0";"0";"263";"80";"164";"16";"3";"0";"0";"0";"0";"138";"35";"79";"17";"4";"0";"3";"0";"0";"86";"8";"74";"3";"1";"0";"0";"0";"0";"153";"13";"85";"45";"5";"5";"0";"0";"0";"96716";"48090";"38113";"7151";"1873";"747";"451";"177";"114";"1029";"982";"43";"4";"0";"0";"0";"0";"0";"15242";"11500";"3607";"134";"0";"0";"1";"0";"0";"34924";"19977";"13406";"1366";"143";"21";"8";"1";"2";"22853";"9686";"10487";"2130";"423";"62";"63";"1";"1";"9905";"3096";"4909";"1247";"422";"143";"52";"24";"12";"4980";"1363";"2408";"670";"260";"153";"70";"39";"17";"7783";"1486";"3253";"1600";"625";"368";"257";"112";"82"
"2010 - 2";"2661";"1069";"1355";"182";"45";"7";"1";"2";"0";"6";"6";"0";"0";"0";"0";"0";"0";"0";"448";"330";"117";"1";"0";"0";"0";"0";"0";"1121";"528";"560";"32";"0";"0";"1";"0";"0";"477";"126";"295";"47";"9";"0";"0";"0";"0";"227";"42";"159";"20";"3";"1";"0";"2";"0";"144";"17";"97";"12";"16";"2";"0";"0";"0";"238";"20";"127";"70";"17";"4";"0";"0";"0";"138019";"65113";"55992";"11706";"3041";"1083";"592";"281";"211";"1484";"1384";"86";"14";"0";"0";"0";"0";"0";"20631";"15276";"5085";"269";"0";"1";"0";"0";"0";"50787";"28345";"19774";"2377";"239";"35";"15";"2";"";"32398";"12700";"15427";"3445";"660";"125";"38";"1";"2";"14102";"4026";"7078";"2007";"673";"198";"69";"37";"14";"6942";"1561";"3516";"1045";"457";"208";"80";"34";"41";"11675";"1821";"5026";"2549";"1012";"516";"390";"207";"154"
"2010 - 3";"1141";"576";"492";"59";"6";"3";"3";"1";"1";"5";"5";"0";"0";"0";"0";"0";"0";"0";"208";"169";"39";"0";"0";"0";"0";"0";"0";"474";"283";"182";"7";"0";"0";"2";"0";"0";"194";"61";"124";"9";"0";"0";"0";"0";"0";"112";"38";"64";"8";"0";"0";"1";"0";"1";"56";"8";"35";"7";"6";"0";"0";"0";"0";"92";"12";"48";"28";"0";"3";"0";"1";"0";"73948";"40040";"26728";"4952";"1323";"450";"223";"133";"99";"870";"785";"63";"22";"0";"0";"0";"0";"0";"12114";"9610";"2407";"97";"0";"0";"0";"0";"0";"26515";"16448";"9054";"910";"82";"11";"2";"1";"7";"17033";"7816";"7464";"1449";"256";"41";"6";"0";"1";"7486";"2760";"3545";"792";"270";"70";"31";"9";"9";"3893";"1276";"1714";"516";"207";"103";"37";"22";"18";"6037";"1345";"2481";"1166";"508";"225";"147";"101";"64"
"2010 - 4";"2277";"1048";"1061";"139";"21";"4";"3";"1";"0";"8";"8";"0";"0";"0";"0";"0";"0";"0";"402";"304";"98";"0";"0";"0";"0";"0";"0";"897";"477";"406";"14";"0";"0";"0";"0";"0";"432";"154";"245";"30";"3";"0";"0";"0";"0";"207";"61";"120";"20";"5";"1";"0";"0";"0";"146";"19";"95";"25";"4";"1";"2";"0";"0";"185";"25";"97";"50";"9";"2";"1";"1";"0";"135705";"66677";"54029";"10513";"2616";"944";"493";"257";"176";"1277";"1102";"118";"57";"0";"0";"0";"0";"0";"19360";"14701";"4441";"218";"0";"0";"0";"0";"0";"48894";"28141";"18726";"1789";"184";"47";"5";"0";"2";"33099";"13971";"15553";"2964";"493";"83";"31";"4";"0";"14760";"4817";"7115";"1970";"549";"182";"45";"26";"56";"7105";"1892";"3398";"1005";"433";"213";"86";"55";"23";"11210";"2053";"4678";"2510";"957";"419";"326";"172";"95"
"2011";"4897";"2520";"2078";"232";"43";"11";"7";"2";"4";"20";"20";"0";"0";"0";"0";"0";"0";"0";"767";"686";"81";"0";"0";"0";"0";"0";"0";"1960";"1205";"733";"16";"0";"3";"0";"2";"1";"1005";"359";"546";"90";"9";"1";"0";"0";"0";"385";"129";"215";"31";"2";"4";"1";"0";"3";"309";"56";"229";"15";"6";"2";"1";"0";"0";"451";"65";"274";"80";"26";"1";"5";"0";"0";"309138";"182698";"98370";"18184";"5201";"2165";"1284";"726";"510";"3960";"3776";"149";"35";"0";"0";"0";"0";"0";"50248";"42222";"7675";"348";"0";"2";"0";"1";"0";"111514";"75172";"32923";"2906";"387";"103";"13";"5";"5";"70259";"36610";"27280";"5173";"878";"216";"92";"6";"4";"31463";"13194";"13205";"3253";"1059";"385";"156";"131";"80";"16444";"5413";"7151";"2165";"850";"448";"192";"113";"112";"25250";"6311";"9987";"4304";"2027";"1011";"831";"470";"309"
"2011 - 1";"1022";"476";"470";"58";"10";"5";"2";"0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"0";"160";"141";"19";"0";"0";"0";"0";"0";"0";"372";"193";"171";"4";"0";"3";"0";"0";"1";"181";"77";"67";"34";"2";"1";"0";"0";"0";"74";"29";"42";"3";"0";"0";"0";"0";"0";"63";"9";"47";"3";"3";"1";"0";"0";"0";"168";"23";"124";"14";"5";"0";"2";"0";"0";"66780";"39446";"21459";"3802";"1117";"467";"248";"132";"109";"809";"768";"29";"12";"0";"0";"0";"0";"0";"11182";"9441";"1657";"84";"0";"0";"0";"0";"0";"24560";"16552";"7164";"649";"160";"26";"3";"2";"4";"15177";"7818";"5984";"1104";"202";"55";"13";"1";"0";"6469";"2522";"2927";"644";"218";"87";"48";"10";"13";"3424";"1016";"1568";"473";"152";"113";"51";"19";"32";"5159";"1329";"2130";"836";"385";"186";"133";"100";"60"
"2011 - 2";"1395";"734";"588";"61";"6";"4";"";"2";"";"4";"4";"";"";"";"";"";"";"";"264";"237";"27";"";"";"";"";"";"";"528";"311";"206";"9";"";"";"";"2";"";"320";"110";"200";"10";"";"";"";"";"";"114";"34";"55";"21";"1";"3";"";"";"";"96";"25";"64";"4";"2";"1";"";"";"";"69";"13";"36";"17";"3";"";"";"";"";"79814";"46183";"25897";"4828";"1518";"593";"448";"222";"125";"953";"913";"36";"4";"";"";"";"";"";"13414";"11283";"2024";"107";"";"";"";"";"";"28597";"18917";"8802";"780";"68";"27";"";"3";"";"17854";"9063";"7149";"1342";"238";"42";"18";"2";"";"7957";"3101";"3464";"836";"321";"134";"55";"35";"11";"4313";"1390";"1914";"546";"281";"102";"49";"17";"14";"6726";"1516";"2508";"1213";"610";"288";"326";"165";"100"
"2011 - 3";"1011";"531";"422";"45";"11";"";"2";"";"";"5";"5";"";"";"";"";"";"";"";"169";"151";"18";"";"";"";"";"";"";"451";"265";"185";"1";"";"";"";"";"";"163";"64";"82";"14";"3";"";"";"";"";"67";"30";"32";"5";"";"";"";"";"";"80";"7";"66";"6";"";"";"1";"";"";"76";"9";"39";"19";"8";"";"1";"";"";"68729";"40876";"21487";"4241";"1122";"456";"240";"181";"126";"905";"860";"38";"7";"";"";"";"";"";"10909";"9303";"1528";"76";"";"2";"";"";"";"24539";"16723";"7122";"604";"70";"19";"1";"";"";"15824";"8316";"5898";"1298";"225";"57";"26";"2";"2";"7116";"2963";"3036";"744";"218";"60";"19";"39";"37";"3695";"1266";"1533";"521";"161";"97";"50";"34";"33";"5741";"1445";"2332";"991";"448";"221";"144";"106";"54"
"2011 - 4";"1469";"779";"598";"68";"16";"2";"3";"";"3";"7";"7";"";"";"";"";"";"";"";"174";"157";"17";"";"";"";"";"";"";"609";"436";"171";"2";"";"";"";"";"";"341";"108";"197";"32";"4";"";"";"";"";"130";"36";"86";"2";"1";"1";"1";"";"3";"70";"15";"52";"2";"1";"";"";"";"";"138";"20";"75";"30";"10";"1";"2";"";"";"93815";"56193";"29527";"5313";"1444";"649";"348";"191";"150";"1293";"1235";"46";"12";"";"";"";"";"";"14743";"12195";"2466";"81";"";"";"";"1";"";"33818";"22980";"9835";"873";"89";"31";"9";"";"1";"21404";"11413";"8249";"1429";"213";"62";"35";"1";"2";"9921";"4608";"3778";"1029";"302";"104";"34";"47";"19";"5012";"1741";"2136";"625";"256";"136";"42";"43";"33";"7624";"2021";"3017";"1264";"584";"316";"228";"99";"95"
"2012";"4277";"2628";"1424";"168";"31";"11";"13";"2";"";"17";"17";"";"";"";"";"";"";"";"675";"634";"41";"";"";"";"";"";"";"1546";"1208";"326";"10";"1";"";"";"1";"";"886";"471";"385";"26";"3";"";"1";"";"";"491";"162";"297";"24";"8";"";"";"";"";"229";"71";"124";"30";"1";"3";"";"";"";"433";"65";"251";"78";"18";"8";"12";"1";"";"327342";"222638";"81416";"14645";"4464";"1904";"1079";"667";"529";"4313";"4079";"205";"29";"";"";"";"";"";"49632";"45061";"4342";"210";"";"";"";"10";"9";"116420";"91627";"22832";"1679";"213";"48";"5";"10";"6";"75073";"47806";"22917";"3503";"601";"165";"60";"19";"2";"35617";"18355";"12762";"3118";"839";"258";"143";"55";"87";"18881";"7747";"7449";"1981";"861";"407";"198";"128";"110";"27406";"7963";"10909";"4125";"1950";"1026";"673";"445";"315"
"2012 - 1";"702";"428";"230";"38";"2";"";"3";"1";"";"4";"4";"";"";"";"";"";"";"";"115";"100";"15";"";"";"";"";"";"";"242";"198";"41";"3";"";"";"";"";"";"158";"83";"70";"5";"";"";"";"";"";"78";"24";"50";"2";"2";"";"";"";"";"42";"9";"19";"14";"";"";"";"";"";"63";"10";"35";"14";"";"";"3";"1";"";"63372";"42414";"16394";"2804";"895";"384";"215";"173";"93";"983";"951";"30";"2";"";"";"";"";"";"10280";"9132";"1098";"40";"";"";"";"10";"";"22422";"17276";"4762";"340";"22";"14";"";"6";"2";"14269";"8854";"4503";"716";"140";"32";"13";"11";"";"6714";"3290";"2552";"583";"166";"56";"36";"7";"24";"3540";"1460";"1365";"340";"177";"97";"28";"61";"12";"5164";"1451";"2084";"783";"390";"185";"138";"78";"55"
"2012 - 2";"949";"603";"286";"37";"10";"6";"7";"";"";"5";"5";"";"";"";"";"";"";"";"159";"154";"5";"";"";"";"";"";"";"338";"264";"73";"1";"";"";"";"";"";"182";"110";"64";"7";"1";"";"";"";"";"107";"39";"59";"7";"2";"";"";"";"";"43";"16";"22";"4";"";"1";"";"";"";"115";"15";"63";"18";"7";"5";"7";"";"";"76583";"51803";"19079";"3550";"1102";"435";"302";"149";"163";"908";"881";"25";"2";"";"";"";"";"";"11843";"10725";"1069";"40";"";"";"";"";"9";"27432";"21352";"5587";"424";"59";"5";"3";"2";"";"17242";"10941";"5240";"854";"147";"36";"17";"6";"1";"8111";"4139";"2908";"702";"246";"52";"26";"12";"26";"4395";"1776";"1643";"521";"217";"100";"59";"15";"64";"6652";"1989";"2607";"1007";"433";"242";"197";"114";"63"
"2012 - 3";"1084";"590";"438";"45";"5";"3";"2";"1";"";"3";"3";"";"";"";"";"";"";"";"181";"174";"7";"";"";"";"";"";"";"346";"255";"86";"4";"";"";"";"1";"";"206";"87";"116";"3";"";"";"";"";"";"178";"40";"134";"3";"1";"";"";"";"";"70";"12";"52";"5";"1";"";"";"";"";"100";"19";"43";"30";"3";"3";"2";"";"";"68204";"47235";"16191";"3071";"868";"414";"210";"110";"105";"890";"842";"46";"2";"";"";"";"";"";"10663";"9813";"791";"59";"";"";"";"";"";"24300";"19356";"4553";"332";"42";"15";"";"1";"1";"15566";"9976";"4702";"724";"117";"38";"8";"1";"";"7348";"3902";"2485";"647";"158";"80";"29";"15";"32";"3789";"1610";"1435";"423";"137";"98";"58";"19";"9";"5648";"1736";"2179";"884";"414";"183";"115";"74";"63"
"2012 - 4";"1542";"1007";"470";"48";"14";"2";"1";"";"";"5";"5";"";"";"";"";"";"";"";"220";"206";"14";"";"";"";"";"";"";"620";"491";"126";"2";"1";"";"";"";"";"340";"191";"135";"11";"2";"";"1";"";"";"128";"59";"54";"12";"3";"";"";"";"";"74";"34";"31";"7";"";"2";"";"";"";"155";"21";"110";"16";"8";"";"";"";"";"119183";"81186";"29752";"5220";"1599";"671";"352";"235";"168";"1532";"1405";"104";"23";"";"";"";"";"";"16846";"15391";"1384";"71";"";"";"";"";"";"42266";"33643";"7930";"583";"90";"14";"2";"1";"3";"27996";"18035";"8472";"1209";"197";"59";"22";"1";"1";"13444";"7024";"4817";"1186";"269";"70";"52";"21";"5";"7157";"2901";"3006";"697";"330";"112";"53";"33";"25";"9942";"2787";"4039";"1451";"713";"416";"223";"179";"134"
"2013";"2978";"2099";"723";"101";"32";"11";"9";"2";"1";"26";"26";"";"";"";"";"";"";"";"577";"561";"16";"";"";"";"";"";"";"1028";"882";"144";"2";"";"";"";"";"";"582";"388";"175";"13";"6";"";"";"";"";"220";"134";"71";"9";"3";"1";"2";"";"";"196";"52";"118";"16";"5";"3";"1";"1";"";"349";"56";"199";"61";"18";"7";"6";"1";"1";"285304";"210063";"56952";"10770";"3659";"1862";"1020";"596";"382";"4341";"4213";"109";"19";"";"";"";"";"";"49111";"46296";"2671";"144";"";"";"";"";"";"98107";"82167";"14541";"1142";"158";"61";"12";"20";"6";"62406";"44296";"15190";"2308";"480";"77";"48";"3";"4";"31373";"17653";"10102";"2295";"634";"399";"124";"108";"58";"15998";"7305";"5713";"1667";"717";"325";"176";"53";"42";"23968";"8133";"8626";"3195";"1670";"1000";"660";"412";"272"
