"";"Cantabria - Total - Total - Transacciones";"Cantabria - Total - Entre 0-150.000 euros - Transacciones";"Cantabria - Total - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Total - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Total - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Total - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Total - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Total - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Total - Más de 1.050.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Total - Transacciones";"Cantabria - Menos de 30 m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Menos de 30 m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Menos de 30 m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Total - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Entre 30,01 a 60 m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Total - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Entre 60,01 a 90 m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Total - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Entre 90,01 a 120  m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Total - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Entre 120,01 a 150 m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Total - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Entre 150,01 a 180  m2 - Más de 1.050.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Total - Transacciones";"Cantabria - Más de 180  m2 - Entre 0-150.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Entre 150.001-300.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Entre 300.001-450.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Entre 450.001-600.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Entre 600.001-750.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Entre 750.001-900.000 euros  - Transacciones";"Cantabria - Más de 180  m2 - Entre 900.001-1.050.000 euros - Transacciones";"Cantabria - Más de 180  m2 - Más de 1.050.000 euros - Transacciones";"España - Total - Total - Transacciones";"España - Total - Entre 0-150.000 euros - Transacciones";"España - Total - Entre 150.001-300.000 euros - Transacciones";"España - Total - Entre 300.001-450.000 euros - Transacciones";"España - Total - Entre 450.001-600.000 euros - Transacciones";"España - Total - Entre 600.001-750.000 euros - Transacciones";"España - Total - Entre 750.001-900.000 euros  - Transacciones";"España - Total - Entre 900.001-1.050.000 euros - Transacciones";"España - Total - Más de 1.050.000 euros - Transacciones";"España - Menos de 30 m2 - Total - Transacciones";"España - Menos de 30 m2 - Entre 0-150.000 euros - Transacciones";"España - Menos de 30 m2 - Entre 150.001-300.000 euros - Transacciones";"España - Menos de 30 m2 - Entre 300.001-450.000 euros - Transacciones";"España - Menos de 30 m2 - Entre 450.001-600.000 euros - Transacciones";"España - Menos de 30 m2 - Entre 600.001-750.000 euros - Transacciones";"España - Menos de 30 m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Menos de 30 m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Menos de 30 m2 - Más de 1.050.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Total - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 0-150.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 150.001-300.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 300.001-450.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 450.001-600.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 600.001-750.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Entre 30,01 a 60 m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Entre 30,01 a 60 m2 - Más de 1.050.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Total - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 0-150.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 150.001-300.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 300.001-450.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 450.001-600.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 600.001-750.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Entre 60,01 a 90 m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Entre 60,01 a 90 m2 - Más de 1.050.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Total - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 0-150.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 150.001-300.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 300.001-450.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 450.001-600.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 600.001-750.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Entre 90,01 a 120  m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Entre 90,01 a 120  m2 - Más de 1.050.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Total - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 0-150.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 150.001-300.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 300.001-450.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 450.001-600.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 600.001-750.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Entre 120,01 a 150 m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Entre 120,01 a 150 m2 - Más de 1.050.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Total - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 0-150.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 150.001-300.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 300.001-450.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 450.001-600.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 600.001-750.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Entre 150,01 a 180  m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Entre 150,01 a 180  m2 - Más de 1.050.000 euros - Transacciones";"España - Más de 180  m2 - Total - Transacciones";"España - Más de 180  m2 - Entre 0-150.000 euros - Transacciones";"España - Más de 180  m2 - Entre 150.001-300.000 euros - Transacciones";"España - Más de 180  m2 - Entre 300.001-450.000 euros - Transacciones";"España - Más de 180  m2 - Entre 450.001-600.000 euros - Transacciones";"España - Más de 180  m2 - Entre 600.001-750.000 euros - Transacciones";"España - Más de 180  m2 - Entre 750.001-900.000 euros  - Transacciones";"España - Más de 180  m2 - Entre 900.001-1.050.000 euros - Transacciones";"España - Más de 180  m2 - Más de 1.050.000 euros - Transacciones"
"2013 - 1";"467";"348";"99";"14";"4";"2";"";"";"";"8";"8";"";"";"";"";"";"";"";"91";"88";"3";"";"";"";"";"";"";"184";"158";"24";"2";"";"";"";"";"";"94";"58";"33";"";"3";"";"";"";"";"31";"21";"9";"";"1";"";"";"";"";"21";"8";"11";"";"";"2";"";"";"";"38";"7";"19";"12";"";"";"";"";"";"51830";"39641";"9011";"1766";"575";"458";"191";"107";"81";"833";"815";"14";"4";"";"";"";"";"";"8960";"8511";"423";"26";"";"";"";"";"";"18850";"16354";"2274";"183";"24";"6";"6";"1";"2";"11087";"8022";"2577";"375";"95";"7";"9";"2";"";"5332";"3108";"1413";"421";"83";"230";"13";"16";"48";"2765";"1304";"952";"265";"112";"77";"39";"6";"10";"4003";"1527";"1358";"492";"261";"138";"124";"82";"21"
"2013 - 2";"797";"562";"181";"35";"10";"3";"6";"";"";"5";"5";"";"";"";"";"";"";"";"168";"163";"5";"";"";"";"";"";"";"294";"246";"48";"";"";"";"";"";"";"149";"91";"50";"7";"1";"";"";"";"";"63";"36";"20";"3";"2";"1";"1";"";"";"38";"10";"24";"1";"1";"1";"1";"";"";"80";"11";"34";"24";"6";"1";"4";"";"";"77607";"57657";"15111";"2897";"964";"446";"297";"135";"100";"1204";"1175";"27";"2";"";"";"";"";"";"13149";"12373";"734";"42";"";"";"";"";"";"27128";"22964";"3764";"325";"37";"24";"1";"13";"";"17244";"12287";"4158";"634";"132";"23";"8";"1";"1";"8074";"4735";"2474";"604";"177";"49";"24";"9";"2";"4306";"2038";"1490";"404";"209";"81";"65";"13";"6";"6502";"2085";"2464";"886";"409";"269";"199";"99";"91"
"2013 - 3";"701";"529";"141";"18";"6";"5";"1";"1";"";"7";"7";"";"";"";"";"";"";"";"154";"153";"1";"";"";"";"";"";"";"250";"225";"25";"";"";"";"";"";"";"141";"89";"49";"2";"1";"";"";"";"";"45";"24";"18";"2";"";"";"1";"";"";"47";"19";"23";"3";"1";"";"";"1";"";"57";"12";"25";"11";"4";"5";"";"";"";"66909";"49230";"13270";"2632";"897";"395";"225";"179";"81";"1008";"981";"23";"4";"";"";"";"";"";"10719";"10029";"659";"31";"";"";"";"";"";"22698";"19217";"3144";"284";"44";"7";"1";"";"1";"15152";"10934";"3539";"538";"106";"17";"18";"";"";"7518";"4349";"2335";"534";"158";"49";"34";"56";"3";"3891";"1727";"1426";"448";"173";"70";"26";"8";"13";"5923";"1993";"2144";"793";"416";"252";"146";"115";"64"
"2013 - 4";"1013";"660";"302";"34";"12";"1";"2";"1";"1";"6";"6";"";"";"";"";"";"";"";"164";"157";"7";"";"";"";"";"";"";"300";"253";"47";"";"";"";"";"";"";"198";"150";"43";"4";"1";"";"";"";"";"81";"53";"24";"4";"";"";"";"";"";"90";"15";"60";"12";"3";"";"";"";"";"174";"26";"121";"14";"8";"1";"2";"1";"1";"88958";"63535";"19560";"3475";"1223";"563";"307";"175";"120";"1296";"1242";"45";"9";"";"";"";"";"";"16283";"15383";"855";"45";"";"";"";"";"";"29431";"23632";"5359";"350";"53";"24";"4";"6";"3";"18923";"13053";"4916";"761";"147";"30";"13";"";"3";"10449";"5461";"3880";"736";"216";"71";"53";"27";"5";"5036";"2236";"1845";"550";"223";"97";"46";"26";"13";"7540";"2528";"2660";"1024";"584";"341";"191";"116";"96"
"2014";"3827";"2770";"880";"116";"25";"8";"10";"13";"5";"33";"32";"1";"";"";"";"";"";"";"670";"655";"12";"3";"";"";"";"";"";"1285";"1119";"162";"3";"1";"";"";"";"";"765";"516";"230";"16";"3";"";"";"";"";"342";"192";"133";"15";"";"1";"1";"";"";"248";"112";"110";"18";"4";"1";"";"2";"1";"484";"144";"232";"61";"17";"6";"9";"11";"4";"347170";"251605";"70825";"14338";"4931";"2258";"1260";"677";"1276";"6150";"5668";"303";"35";"4";"";"";"";"140";"56356";"52679";"3379";"237";"40";"3";"15";"";"3";"117532";"97981";"17663";"1421";"294";"91";"47";"3";"32";"76557";"53559";"19265";"2912";"539";"156";"63";"16";"47";"37080";"21402";"11372";"2975";"773";"290";"116";"56";"96";"19816";"9707";"6517";"2089";"847";"354";"142";"76";"84";"33679";"10609";"12326";"4669";"2434";"1364";"877";"526";"874"
"2014 - 1";"800";"577";"192";"15";"7";"4";"";"3";"2";"5";"5";"";"";"";"";"";"";"";"137";"132";"5";"";"";"";"";"";"";"272";"237";"35";"";"";"";"";"";"";"155";"100";"52";"1";"2";"";"";"";"";"85";"53";"30";"2";"";"";"";"";"";"53";"32";"17";"";"3";"";"";"1";"";"93";"18";"53";"12";"2";"4";"";"2";"2";"77331";"56660";"15310";"3165";"1073";"526";"309";"160";"128";"1343";"1294";"38";"11";"";"";"";"";"";"12618";"11852";"721";"45";"";"";"";"";"";"26329";"22129";"3814";"301";"67";"17";"1";"";"";"17227";"12109";"4288";"681";"102";"34";"13";"";"";"8486";"4830";"2569";"731";"209";"74";"36";"9";"28";"4531";"2175";"1456";"471";"243";"91";"38";"38";"19";"6797";"2271";"2424";"925";"452";"310";"221";"113";"81"
"2014 - 2";"916";"684";"191";"27";"7";"1";"2";"3";"1";"10";"10";"";"";"";"";"";"";"";"157";"157";"";"";"";"";"";"";"";"317";"284";"33";"";"";"";"";"";"";"186";"131";"52";"3";"";"";"";"";"";"74";"45";"25";"3";"";"";"1";"";"";"60";"23";"33";"3";"";"1";"";"";"";"112";"34";"48";"18";"7";"";"1";"3";"1";"87316";"62888";"18409";"3665";"1245";"504";"274";"167";"164";"1279";"1210";"63";"6";"";"";"";"";"";"14351";"13467";"833";"51";"";"";"";"";"";"29448";"24530";"4464";"385";"45";"20";"2";"";"2";"19637";"13460";"5230";"770";"136";"25";"13";"2";"1";"9483";"5358";"3065";"751";"183";"70";"23";"21";"12";"5094";"2356";"1785";"581";"218";"108";"33";"8";"5";"8024";"2507";"2969";"1121";"663";"281";"203";"136";"144"
"2014 - 3";"911";"659";"209";"30";"4";"2";"1";"5";"1";"7";"6";"1";"";"";"";"";"";"";"177";"174";"1";"2";"";"";"";"";"";"298";"254";"43";"1";"";"";"";"";"";"171";"109";"55";"6";"1";"";"";"";"";"69";"39";"26";"3";"";"1";"";"";"";"63";"30";"27";"5";"";"";"";"1";"";"126";"47";"56";"13";"3";"1";"1";"4";"1";"76338";"55552";"15163";"3057";"1041";"493";"298";"120";"614";"1616";"1350";"109";"13";"4";"";"";"";"140";"12228";"11407";"734";"47";"19";"3";"15";"";"3";"25913";"21604";"3802";"339";"76";"27";"33";"3";"29";"16674";"12008";"3806";"624";"137";"40";"18";"5";"36";"7982";"4777";"2305";"581";"182";"67";"23";"14";"33";"4304";"2204";"1399";"434";"140";"62";"28";"16";"21";"7621";"2202";"3008";"1019";"483";"294";"181";"82";"352"
"2014 - 4";"1200";"850";"288";"44";"7";"1";"7";"2";"1";"11";"11";"";"";"";"";"";"";"";"199";"192";"6";"1";"";"";"";"";"";"398";"344";"51";"2";"1";"";"";"";"";"253";"176";"71";"6";"";"";"";"";"";"114";"55";"52";"7";"";"";"";"";"";"72";"27";"33";"10";"1";"";"";"";"1";"153";"45";"75";"18";"5";"1";"7";"2";"";"106185";"76505";"21943";"4451";"1572";"735";"379";"230";"370";"1912";"1814";"93";"5";"";"";"";"";"";"17159";"15953";"1091";"94";"21";"";"";"";"";"35842";"29718";"5583";"396";"106";"27";"11";"";"1";"23019";"15982";"5941";"837";"164";"57";"19";"9";"10";"11129";"6437";"3433";"912";"199";"79";"34";"12";"23";"5887";"2972";"1877";"603";"246";"93";"43";"14";"39";"11237";"3629";"3925";"1604";"836";"479";"272";"195";"297"
"2015";"4495";"3246";"1060";"130";"33";"13";"8";"2";"3";"46";"45";"1";"";"";"";"";"";"";"779";"754";"24";"";"";"1";"";"";"";"1597";"1412";"179";"4";"2";"";"";"";"";"868";"586";"257";"20";"3";"1";"1";"";"";"390";"224";"132";"29";"3";"2";"";"";"";"269";"96";"148";"17";"5";"2";"1";"";"";"546";"129";"319";"60";"20";"7";"6";"2";"3";"383103";"277060";"77972";"16409";"5701";"2617";"1501";"720";"1123";"7648";"7188";"430";"9";"";"";"12";"9";"";"64739";"59956";"4416";"283";"69";"15";"";"";"";"130586";"108901";"19186";"1911";"408";"121";"50";"6";"3";"80895";"56038";"20490";"3356";"652";"209";"85";"33";"32";"39197";"22582";"12036";"3099";"921";"297";"133";"56";"73";"20368";"9827";"7045";"2058";"828";"301";"172";"66";"71";"39670";"12568";"14369";"5693";"2823";"1674";"1049";"550";"944"
"2015 - 1";"887";"656";"196";"25";"9";"1";"";"";"";"13";"13";"";"";"";"";"";"";"";"137";"136";"1";"";"";"";"";"";"";"305";"281";"24";"";"";"";"";"";"";"202";"143";"54";"3";"2";"";"";"";"";"87";"41";"37";"7";"1";"1";"";"";"";"42";"21";"18";"2";"1";"";"";"";"";"101";"21";"62";"13";"5";"";"";"";"";"81131";"59628";"16076";"3182";"1079";"547";"284";"115";"220";"1672";"1562";"96";"2";"";"";"12";"";"";"13440";"12461";"892";"62";"17";"8";"";"";"";"27676";"23287";"3931";"340";"75";"27";"15";"";"1";"17746";"12560";"4325";"659";"118";"58";"19";"3";"4";"8460";"4999";"2534";"643";"184";"53";"19";"13";"15";"4171";"2129";"1374";"395";"149";"65";"34";"10";"15";"7966";"2630";"2924";"1081";"536";"336";"185";"89";"185"
"2015 - 2";"1162";"831";"290";"28";"9";"1";"3";"";"";"10";"10";"";"";"";"";"";"";"";"220";"214";"6";"";"";"";"";"";"";"428";"368";"58";"1";"1";"";"";"";"";"211";"144";"63";"3";"";"";"1";"";"";"91";"53";"28";"10";"";"";"";"";"";"72";"16";"51";"3";"1";"";"1";"";"";"130";"26";"84";"11";"7";"1";"1";"";"";"102174";"73497";"21175";"4480";"1489";"654";"417";"164";"298";"2161";"1958";"203";"";"";"";"";"";"";"17469";"16237";"1152";"60";"18";"2";"";"";"";"35142";"29444";"5074";"474";"107";"24";"16";"3";"";"21228";"14424";"5650";"876";"182";"51";"22";"9";"14";"10659";"5921";"3421";"919";"229";"82";"44";"21";"22";"5294";"2482";"1874";"541";"220";"91";"49";"24";"13";"10221";"3031";"3801";"1610";"733";"404";"286";"107";"249"
"2015 - 3";"1198";"884";"273";"32";"5";"3";"";"1";"";"8";"8";"";"";"";"";"";"";"";"202";"193";"8";"";"";"1";"";"";"";"436";"386";"47";"3";"";"";"";"";"";"242";"161";"72";"9";"";"";"";"";"";"91";"67";"21";"2";"1";"";"";"";"";"79";"32";"38";"8";"1";"";"";"";"";"140";"37";"87";"10";"3";"2";"";"1";"";"90346";"65470";"18121";"3877";"1370";"660";"340";"200";"308";"1723";"1680";"42";"1";"";"";"";"";"";"15680";"14589";"990";"78";"19";"4";"";"";"";"30584";"25429";"4508";"502";"100";"35";"7";"1";"2";"18918";"13168";"4695";"833";"158";"39";"15";"6";"4";"8940";"5192";"2722";"685";"206";"71";"32";"11";"21";"4936";"2349";"1732";"493";"205";"70";"48";"13";"26";"9565";"3063";"3432";"1285";"682";"441";"238";"169";"255"
"2015 - 4";"1248";"875";"301";"45";"10";"8";"5";"1";"3";"15";"14";"1";"";"";"";"";"";"";"220";"211";"9";"";"";"";"";"";"";"428";"377";"50";"";"1";"";"";"";"";"213";"138";"68";"5";"1";"1";"";"";"";"121";"63";"46";"10";"1";"1";"";"";"";"76";"27";"41";"4";"2";"2";"";"";"";"175";"45";"86";"26";"5";"4";"5";"1";"3";"109452";"78465";"22600";"4870";"1763";"756";"460";"241";"297";"2092";"1988";"89";"6";"";"";"";"9";"";"18150";"16669";"1382";"83";"15";"1";"";"";"";"37184";"30741";"5673";"595";"126";"35";"12";"2";"";"23003";"15886";"5820";"988";"194";"61";"29";"15";"10";"11138";"6470";"3359";"852";"302";"91";"38";"11";"15";"5967";"2867";"2065";"629";"254";"75";"41";"19";"17";"11918";"3844";"4212";"1717";"872";"493";"340";"185";"255"
"2016";"5010";"3687";"1112";"135";"38";"16";"8";"2";"12";"44";"43";"1";"";"";"";"";"";"";"783";"759";"23";"1";"";"";"";"";"";"1879";"1650";"225";"3";"1";"";"";"";"";"1002";"698";"272";"27";"3";"1";"";"";"1";"455";"260";"164";"22";"8";"";"";"1";"";"322";"136";"155";"20";"7";"2";"2";"";"";"525";"141";"272";"62";"19";"13";"6";"1";"11";"436573";"310329";"91653";"20632";"6813";"3127";"1755";"913";"1351";"8332";"7848";"482";"2";"";"";"";"";"";"73639";"67213";"5885";"447";"81";"12";"";"";"1";"148948";"121534";"24137";"2620";"445";"128";"47";"33";"4";"92876";"62619";"23942";"4710";"1017";"291";"175";"56";"66";"44004";"24951";"13647";"3559";"1143";"424";"136";"53";"91";"23645";"11649";"7753";"2505";"987";"383";"181";"92";"95";"45129";"14515";"15807";"6789";"3140";"1889";"1216";"679";"1094"
"2016 - 1";"1008";"733";"243";"23";"5";"1";"1";"";"2";"8";"8";"";"";"";"";"";"";"";"156";"151";"5";"";"";"";"";"";"";"393";"350";"42";"1";"";"";"";"";"";"208";"141";"66";"1";"";"";"";"";"";"82";"37";"40";"4";"1";"";"";"";"";"64";"23";"36";"2";"2";"";"1";"";"";"97";"23";"54";"15";"2";"1";"";"";"2";"98462";"70682";"20323";"4477";"1400";"650";"412";"195";"323";"1897";"1794";"103";"";"";"";"";"";"";"16884";"15528";"1250";"78";"25";"3";"";"";"";"33706";"27650";"5413";"524";"86";"23";"8";"1";"1";"20747";"14281";"5262";"956";"153";"47";"33";"10";"5";"9832";"5590";"3119";"775";"219";"70";"30";"12";"17";"5237";"2597";"1678";"590";"213";"81";"35";"24";"19";"10159";"3242";"3498";"1554";"704";"426";"306";"148";"281"
"2016 - 2";"1341";"982";"298";"37";"11";"6";"3";"2";"2";"12";"12";"";"";"";"";"";"";"";"227";"222";"5";"";"";"";"";"";"";"476";"407";"69";"";"";"";"";"";"";"273";"184";"77";"8";"2";"1";"";"";"1";"123";"88";"31";"3";"";"";"";"1";"";"82";"35";"39";"5";"1";"1";"1";"";"";"148";"34";"77";"21";"8";"4";"2";"1";"1";"117566";"83465";"24916";"5379";"1892";"853";"430";"268";"363";"2150";"2039";"111";"";"";"";"";"";"";"20090";"18343";"1569";"149";"27";"2";"";"";"";"40131";"32938";"6397";"636";"114";"32";"8";"6";"";"25066";"16827";"6634";"1163";"315";"82";"24";"13";"8";"11784";"6535";"3766";"939";"327";"150";"33";"15";"19";"6381";"3080";"2176";"657";"246";"111";"60";"20";"31";"11964";"3703";"4263";"1835";"863";"476";"305";"214";"305"
"2016 - 3";"1179";"873";"256";"31";"13";"2";"1";"";"3";"11";"11";"";"";"";"";"";"";"";"176";"169";"6";"1";"";"";"";"";"";"441";"391";"50";"";"";"";"";"";"";"231";"165";"56";"9";"1";"";"";"";"";"117";"54";"52";"8";"3";"";"";"";"";"83";"43";"33";"4";"3";"";"";"";"";"120";"40";"59";"9";"6";"2";"1";"";"3";"99695";"70849";"20891";"4740";"1518";"780";"404";"216";"297";"2039";"1932";"107";"";"";"";"";"";"";"16285";"14896";"1271";"97";"13";"7";"";"";"1";"33687";"27408";"5472";"619";"110";"50";"8";"18";"2";"21319";"14415";"5395";"1093";"250";"66";"57";"15";"28";"10258";"5918";"3078";"833";"252";"99";"43";"13";"22";"5596";"2768";"1868";"579";"212";"89";"37";"22";"21";"10511";"3512";"3700";"1519";"681";"469";"259";"148";"223"
"2016 - 4";"1482";"1099";"315";"44";"9";"7";"3";"";"5";"13";"12";"1";"";"";"";"";"";"";"224";"217";"7";"";"";"";"";"";"";"569";"502";"64";"2";"1";"";"";"";"";"290";"208";"73";"9";"";"";"";"";"";"133";"81";"41";"7";"4";"";"";"";"";"93";"35";"47";"9";"1";"1";"";"";"";"160";"44";"82";"17";"3";"6";"3";"";"5";"120850";"85333";"25523";"6036";"2003";"844";"509";"234";"368";"2246";"2083";"161";"2";"";"";"";"";"";"20380";"18446";"1795";"123";"16";"";"";"";"";"41424";"33538";"6855";"841";"135";"23";"23";"8";"1";"25744";"17096";"6651";"1498";"299";"96";"61";"18";"25";"12130";"6908";"3684";"1012";"345";"105";"30";"13";"33";"6431";"3204";"2031";"679";"316";"102";"49";"26";"24";"12495";"4058";"4346";"1881";"892";"518";"346";"169";"285"
